;X1;X2;Y1;Y2;Z
11:34:20.5813185;11;16;13;16;FALSE
11:34:20.6710183;11;16;13;16;FALSE
11:34:20.7553579;11;16;13;16;FALSE
11:34:20.8334820;11;16;13;16;FALSE
11:34:20.9026473;11;16;13;16;FALSE
11:34:21.0030145;11;16;13;16;FALSE
11:34:21.1031317;11;16;13;16;FALSE
11:34:21.2034111;11;16;13;16;FALSE
11:34:21.3041601;11;16;13;16;FALSE
11:34:21.4099793;11;16;13;16;FALSE
11:34:21.4893762;11;16;13;16;FALSE
11:34:21.5583004;11;16;13;16;FALSE
11:34:21.6587886;11;16;13;16;FALSE
11:34:21.7592641;11;16;13;16;FALSE
11:34:21.8595051;11;16;13;16;FALSE
11:34:21.9600692;11;16;13;16;FALSE
11:34:22.0605513;11;16;13;16;FALSE
11:34:22.1609674;11;16;13;16;FALSE
11:34:22.2392494;11;16;13;16;FALSE
11:34:22.3237850;11;16;13;16;FALSE
11:34:22.4239492;11;16;13;16;FALSE
11:34:22.5243043;11;16;13;16;FALSE
11:34:22.6089336;11;16;13;16;FALSE
11:34:22.7041583;11;16;13;16;FALSE
11:34:22.7625937;11;16;13;16;FALSE
11:34:22.8629612;11;16;13;16;FALSE
11:34:22.9410894;11;16;13;16;FALSE
11:34:23.0256212;11;16;13;16;FALSE
11:34:23.1101513;11;16;13;16;FALSE
11:34:23.2103714;11;16;13;16;FALSE
11:34:23.3107810;11;16;13;16;FALSE
11:34:23.3951905;11;16;13;16;FALSE
11:34:23.4954940;11;16;13;16;FALSE
11:34:23.5958641;11;16;13;16;FALSE
11:34:23.6959429;11;16;13;16;FALSE
11:34:23.7742500;11;16;13;16;FALSE
11:34:23.8367600;11;16;13;16;FALSE
11:34:23.9126732;11;16;13;16;FALSE
11:34:24.0128738;11;16;13;16;FALSE
11:34:24.0976716;11;16;13;16;FALSE
11:34:24.1982902;11;16;13;16;FALSE
11:34:24.2986877;11;16;13;16;FALSE
11:34:24.3984857;11;16;13;16;FALSE
11:34:24.4986636;11;16;13;16;FALSE
11:34:24.5989264;11;16;13;16;FALSE
11:34:24.6991957;11;16;13;16;FALSE
11:34:24.7994768;11;16;13;16;FALSE
11:34:24.8998435;11;16;13;16;FALSE
11:34:24.9844871;11;16;13;16;FALSE
11:34:25.0691475;11;16;13;16;FALSE
11:34:25.1472635;11;16;13;16;FALSE
11:34:25.2006674;11;16;13;16;FALSE
11:34:25.3009433;11;16;13;16;FALSE
11:34:25.4012185;11;16;13;16;FALSE
11:34:25.5067354;11;16;13;16;FALSE
11:34:25.6015167;11;16;13;16;FALSE
11:34:25.6861909;11;16;13;16;FALSE
11:34:25.7708668;11;16;13;16;FALSE
11:34:25.8334403;11;16;13;16;FALSE
11:34:25.9026461;11;16;13;16;FALSE
11:34:26.0026775;11;16;13;16;FALSE
11:34:26.0873354;11;16;13;16;FALSE
11:34:26.1720113;11;16;13;16;FALSE
11:34:26.2723056;11;16;13;16;FALSE
11:34:26.3504271;11;16;13;16;FALSE
11:34:26.4510077;11;16;13;16;FALSE
11:34:26.5513723;11;16;13;16;FALSE
11:34:26.6360222;11;16;13;16;FALSE
11:34:26.7363107;11;16;13;16;FALSE
11:34:26.8361679;11;16;13;16;FALSE
11:34:26.9205475;11;16;13;16;FALSE
11:34:27.0055061;11;16;13;16;FALSE
11:34:27.1055301;11;16;13;16;FALSE
11:34:27.2057524;11;16;13;16;FALSE
11:34:27.2935953;11;16;13;16;FALSE
11:34:27.3843721;11;16;13;16;FALSE
11:34:27.4747219;11;16;13;16;FALSE
11:34:27.5751500;11;16;13;16;FALSE
11:34:27.6530930;11;16;13;16;FALSE
11:34:27.7379456;11;16;13;16;FALSE
11:34:27.8387812;11;16;13;16;FALSE
11:34:27.9388986;11;16;13;16;FALSE
11:34:28.0236808;11;16;13;16;FALSE
11:34:28.1239499;11;16;13;16;FALSE
11:34:28.2286054;11;16;13;16;FALSE
11:34:28.3248468;11;16;13;16;FALSE
11:34:28.3940548;11;16;13;16;FALSE
11:34:28.4786836;11;16;13;16;FALSE
11:34:28.5791475;11;16;13;16;FALSE
11:34:28.6796126;11;16;13;16;FALSE
11:34:28.7802042;11;16;13;16;FALSE
11:34:28.8807624;11;16;13;16;FALSE
11:34:28.9812218;11;16;13;16;FALSE
11:34:29.0592727;11;16;13;16;FALSE
11:34:29.1438485;11;16;13;16;FALSE
11:34:29.2441520;11;16;13;16;FALSE
11:34:29.3445329;11;16;13;16;FALSE
11:34:29.4294551;11;16;13;16;FALSE
11:34:29.5292006;11;16;13;16;FALSE
11:34:29.6356517;11;16;13;16;FALSE
11:34:29.7142141;11;16;13;16;FALSE
11:34:29.8143735;11;16;13;16;FALSE
11:34:29.9147594;11;16;13;16;FALSE
11:34:30.0150633;11;16;13;16;FALSE
11:34:30.1153795;11;16;13;16;FALSE
11:34:30.1839256;11;16;13;16;FALSE
11:34:30.2845160;11;16;13;16;FALSE
11:34:30.3850130;11;16;13;16;FALSE
11:34:30.4853493;11;16;13;16;FALSE
11:34:30.5853919;11;16;13;16;FALSE
11:34:30.6636534;11;16;13;16;FALSE
11:34:30.7634526;11;16;13;16;FALSE
11:34:30.8484130;11;16;13;16;FALSE
11:34:30.9171172;11;16;13;16;FALSE
11:34:31.0171524;11;16;13;16;FALSE
11:34:31.1021256;11;16;13;16;FALSE
11:34:31.1862648;11;16;13;16;FALSE
11:34:31.2644031;11;16;13;16;FALSE
11:34:31.3339862;11;16;13;16;FALSE
11:34:31.4184368;11;16;13;16;FALSE
11:34:31.5188902;11;16;13;16;FALSE
11:34:31.6191796;11;16;13;16;FALSE
11:34:31.7194801;11;16;13;16;FALSE
11:34:31.8195674;11;16;13;16;FALSE
11:34:31.9196370;11;16;13;16;FALSE
11:34:31.9884861;11;16;13;16;FALSE
11:34:32.0891683;11;16;13;16;FALSE
11:34:32.1896636;11;16;13;16;FALSE
11:34:32.2902051;11;16;13;16;FALSE
11:34:32.3907694;11;16;13;16;FALSE
11:34:32.4912463;11;16;13;16;FALSE
11:34:32.5790434;11;16;13;16;FALSE
11:34:32.6918248;11;16;13;16;FALSE
11:34:32.7923052;11;16;13;16;FALSE
11:34:32.8927966;11;16;13;16;FALSE
11:34:32.9709040;11;16;13;16;FALSE
11:34:33.0553297;11;16;13;16;FALSE
11:34:33.1245557;11;16;13;16;FALSE
11:34:33.2249048;11;16;13;16;FALSE
11:34:33.3250711;11;16;13;16;FALSE
11:34:33.3940651;11;16;13;16;FALSE
11:34:33.4945448;11;16;13;16;FALSE
11:34:33.5950051;11;16;13;16;FALSE
11:34:33.6951620;11;16;13;16;FALSE
11:34:33.7956691;11;16;13;16;FALSE
11:34:33.8961519;11;16;13;16;FALSE
11:34:33.9966530;11;16;13;16;FALSE
11:34:34.0647846;11;16;13;16;FALSE
11:34:34.1597299;11;16;13;16;FALSE
11:34:34.2600689;11;16;13;16;FALSE
11:34:34.3604235;11;16;13;16;FALSE
11:34:34.4451608;11;16;13;16;FALSE
11:34:34.5456996;11;16;13;16;FALSE
11:34:34.6462970;11;16;13;16;FALSE
11:34:34.7464714;11;16;13;16;FALSE
11:34:34.8312936;11;16;13;16;FALSE
11:34:34.9316451;11;16;13;16;FALSE
11:34:35.0368461;11;16;14;16;FALSE
11:34:35.1321884;11;16;14;16;FALSE
11:34:35.2168615;11;16;14;16;FALSE
11:34:35.3012349;11;16;14;16;FALSE
11:34:35.4018201;11;16;14;16;FALSE
11:34:35.4798444;11;16;14;16;FALSE
11:34:35.5643684;11;16;14;16;FALSE
11:34:35.6644393;11;16;13;16;FALSE
11:34:35.7650477;11;16;14;16;FALSE
11:34:35.8492894;11;16;13;16;FALSE
11:34:35.9343108;11;16;14;16;FALSE
11:34:36.0346026;11;16;13;16;FALSE
11:34:36.1349864;11;16;14;16;FALSE
11:34:36.2352928;11;16;13;16;FALSE
11:34:36.3353760;11;16;13;16;FALSE
11:34:36.4356468;11;16;13;16;FALSE
11:34:36.5359319;11;16;13;16;FALSE
11:34:36.6045119;11;16;14;16;FALSE
11:34:36.7051778;11;16;13;16;FALSE
11:34:36.8056823;11;16;13;16;FALSE
11:34:36.9060756;11;16;14;16;FALSE
11:34:37.0066051;11;16;13;16;FALSE
11:34:37.1069503;11;16;13;16;FALSE
11:34:37.2074389;11;16;13;16;FALSE
11:34:37.2855750;11;16;13;16;FALSE
11:34:37.3546186;11;16;13;16;FALSE
11:34:37.4390091;11;16;13;16;FALSE
11:34:37.5398588;11;16;13;16;FALSE
11:34:37.6401641;11;16;13;16;FALSE
11:34:37.7407395;11;16;14;16;FALSE
11:34:37.8411052;11;16;13;16;FALSE
11:34:37.9414404;11;16;13;16;FALSE
11:34:38.0102487;11;16;13;16;FALSE
11:34:38.1107351;11;16;13;16;FALSE
11:34:38.2112244;11;16;13;16;FALSE
11:34:38.3117127;11;16;13;16;FALSE
11:34:38.4122154;11;16;13;16;FALSE
11:34:38.5126976;11;16;13;16;FALSE
11:34:38.6130060;11;16;13;16;FALSE
11:34:38.6911417;11;16;13;16;FALSE
11:34:38.7553755;11;16;13;16;FALSE
11:34:38.8448070;11;16;13;16;FALSE
11:34:38.9451757;11;16;13;16;FALSE
11:34:39.0454018;11;16;13;16;FALSE
11:34:39.1458573;11;16;13;16;FALSE
11:34:39.2457697;11;16;13;16;FALSE
11:34:39.3461000;11;16;13;16;FALSE
11:34:39.4464619;11;16;13;16;FALSE
11:34:39.5464356;11;16;13;16;FALSE
11:34:39.6467886;11;16;13;16;FALSE
11:34:39.7472759;11;16;13;16;FALSE
11:34:39.8159576;11;16;14;16;FALSE
11:34:39.9165329;11;16;13;16;FALSE
11:34:40.0169532;11;16;13;16;FALSE
11:34:40.1174967;11;16;13;16;FALSE
11:34:40.2179933;11;16;13;16;FALSE
11:34:40.3182402;11;16;13;16;FALSE
11:34:40.4171271;11;16;13;16;FALSE
11:34:40.4722337;11;16;13;16;FALSE
11:34:40.5659070;11;16;13;16;FALSE
11:34:40.6662006;11;16;13;16;FALSE
11:34:40.7664950;11;16;13;16;FALSE
11:34:40.8668002;11;16;13;16;FALSE
11:34:40.9673705;11;16;13;16;FALSE
11:34:41.0673612;11;16;13;16;FALSE
11:34:41.1677142;11;16;13;16;FALSE
11:34:41.2524450;11;16;13;16;FALSE
11:34:41.3525340;11;16;13;16;FALSE
11:34:41.4528770;11;16;13;16;FALSE
11:34:41.5528815;11;16;13;16;FALSE
11:34:41.6532562;11;16;13;16;FALSE
11:34:41.7536242;11;16;13;16;FALSE
11:34:41.8585380;11;16;13;16;FALSE
11:34:41.9541520;11;16;13;16;FALSE
11:34:42.0543168;11;16;13;16;FALSE
11:34:42.1546887;11;16;13;16;FALSE
11:34:42.2550130;11;16;13;16;FALSE
11:34:42.3240441;11;16;13;16;FALSE
11:34:42.4245316;11;16;13;16;FALSE
11:34:42.5250429;11;16;13;16;FALSE
11:34:42.6029791;11;16;13;16;FALSE
11:34:42.6878507;11;16;13;16;FALSE
11:34:42.7883829;11;16;13;16;FALSE
11:34:42.8887184;11;16;13;16;FALSE
11:34:42.9731363;11;16;13;16;FALSE
11:34:43.0577953;11;16;13;16;FALSE
11:34:43.1408497;11;16;13;16;FALSE
11:34:43.2272602;11;16;13;16;FALSE
11:34:43.3275738;11;16;13;16;FALSE
11:34:43.4282446;11;16;13;16;FALSE
11:34:43.5286893;11;16;13;16;FALSE
11:34:43.6291602;11;16;13;16;FALSE
11:34:43.7071265;11;16;13;16;FALSE
11:34:43.7767027;11;16;13;16;FALSE
11:34:43.8768257;11;16;13;16;FALSE
11:34:43.9771967;11;16;13;16;FALSE
11:34:44.0677283;11;16;13;16;FALSE
11:34:44.1621629;11;16;13;16;FALSE
11:34:44.2625275;11;16;13;16;FALSE
11:34:44.3624433;11;16;13;16;FALSE
11:34:44.4313084;11;16;13;16;FALSE
11:34:44.5319522;11;16;13;16;FALSE
11:34:44.6322711;11;16;13;16;FALSE
11:34:44.7179834;11;16;13;16;FALSE
11:34:44.8181602;11;16;13;16;FALSE
11:34:44.9121181;11;16;13;16;FALSE
11:34:44.9965749;11;16;13;16;FALSE
11:34:45.0812147;11;16;13;16;FALSE
11:34:45.1659612;11;16;13;16;FALSE
11:34:45.2662574;11;16;13;16;FALSE
11:34:45.3663669;11;16;13;16;FALSE
11:34:45.4664249;11;16;13;16;FALSE
11:34:45.5664578;11;16;13;16;FALSE
11:34:45.6667411;11;16;13;16;FALSE
11:34:45.7670695;11;16;13;16;FALSE
11:34:45.8673433;11;16;13;16;FALSE
11:34:45.9574912;11;16;13;16;FALSE
11:34:46.0364844;11;16;13;16;FALSE
11:34:46.1369750;11;16;13;16;FALSE
11:34:46.2377378;11;16;13;16;FALSE
11:34:46.3379587;11;16;13;16;FALSE
11:34:46.4387198;11;16;13;16;FALSE
11:34:46.5168496;11;16;13;16;FALSE
11:34:46.6012667;11;16;13;16;FALSE
11:34:46.7016105;11;16;13;16;FALSE
11:34:46.7864886;11;16;13;16;FALSE
11:34:46.8862005;11;16;13;16;FALSE
11:34:46.9709591;11;16;13;16;FALSE
11:34:47.0710081;11;16;13;16;FALSE
11:34:47.1717113;11;16;13;16;FALSE
11:34:47.2717607;11;16;13;16;FALSE
11:34:47.3725660;11;16;13;16;FALSE
11:34:47.4731739;11;16;13;16;FALSE
11:34:47.5731993;11;16;13;16;FALSE
11:34:47.6419617;11;16;13;16;FALSE
11:34:47.7424500;11;16;13;16;FALSE
11:34:47.8430460;11;16;13;16;FALSE
11:34:47.9435734;11;16;13;16;FALSE
11:34:48.0215125;11;16;13;16;FALSE
11:34:48.0909459;11;16;13;16;FALSE
11:34:48.1913125;11;16;13;16;FALSE
11:34:48.2916643;11;16;13;16;FALSE
11:34:48.3764027;11;16;13;16;FALSE
11:34:48.4767626;11;16;13;16;FALSE
11:34:48.5768238;11;16;13;16;FALSE
11:34:48.6668359;11;16;13;16;FALSE
11:34:48.7460853;11;16;13;16;FALSE
11:34:48.8468529;11;16;13;16;FALSE
11:34:48.9473317;11;16;13;16;FALSE
11:34:49.0253763;11;16;13;16;FALSE
11:34:49.1147369;11;16;13;16;FALSE
11:34:49.2097402;11;16;13;16;FALSE
11:34:49.3101155;11;16;13;16;FALSE
11:34:49.3948062;11;16;13;16;FALSE
11:34:49.4795303;11;16;13;16;FALSE
11:34:49.5632804;11;16;13;16;FALSE
11:34:49.6404492;11;16;13;16;FALSE
11:34:49.7567857;11;16;13;16;FALSE
11:34:49.8571790;11;16;13;16;FALSE
11:34:49.9354055;11;16;13;16;FALSE
11:34:50.0199340;11;16;13;16;FALSE
11:34:50.1198683;11;16;13;16;FALSE
11:34:50.2199439;11;16;13;16;FALSE
11:34:50.3051440;11;16;13;16;FALSE
11:34:50.3897790;11;16;13;16;FALSE
11:34:50.4900603;11;16;13;16;FALSE
11:34:50.5903977;11;16;13;16;FALSE
11:34:50.6907169;11;16;13;16;FALSE
11:34:50.7755680;11;16;13;16;FALSE
11:34:50.8598255;11;16;13;16;FALSE
11:34:50.9599706;11;16;13;16;FALSE
11:34:51.0226357;11;16;13;16;FALSE
11:34:51.0913963;11;16;13;16;FALSE
11:34:51.1918066;11;16;13;16;FALSE
11:34:51.2919824;11;16;13;16;FALSE
11:34:51.3977017;11;16;13;16;FALSE
11:34:51.4790812;11;16;13;16;FALSE
11:34:51.5924736;11;16;13;16;FALSE
11:34:51.6927929;11;16;13;16;FALSE
11:34:51.7926627;11;16;13;16;FALSE
11:34:51.8929528;11;16;13;16;FALSE
11:34:51.9932540;11;16;13;16;FALSE
11:34:52.0935449;11;16;13;16;FALSE
11:34:52.1625782;11;16;13;16;FALSE
11:34:52.2628796;11;16;13;16;FALSE
11:34:52.3631806;11;16;13;16;FALSE
11:34:52.4634855;11;16;13;16;FALSE
11:34:52.5637583;11;16;14;16;FALSE
11:34:52.6640603;11;16;13;16;FALSE
11:34:52.7477152;11;16;13;16;FALSE
11:34:52.8145936;11;16;13;16;FALSE
11:34:52.8959095;11;16;14;16;FALSE
11:34:52.9950645;11;16;13;16;FALSE
11:34:53.1116529;11;16;13;16;FALSE
11:34:53.1919392;11;16;13;16;FALSE
11:34:53.2647443;11;16;13;16;FALSE
11:34:53.3647805;11;16;13;16;FALSE
11:34:53.4676310;11;16;13;16;FALSE
11:34:53.5194218;11;16;13;16;FALSE
11:34:53.5989612;11;16;13;16;FALSE
11:34:53.6946964;11;16;13;16;FALSE
11:34:53.7808655;11;16;13;16;FALSE
11:34:53.8600339;11;16;14;16;FALSE
11:34:53.9407117;11;16;13;16;FALSE
11:34:54.0214798;11;16;14;16;FALSE
11:34:54.1025107;11;16;14;16;FALSE
11:34:54.1833279;11;16;14;16;FALSE
11:34:54.2694780;11;16;14;16;FALSE
11:34:54.3697255;11;16;14;16;FALSE
11:34:54.4781001;11;16;13;16;FALSE
11:34:54.5702393;11;16;13;16;FALSE
11:34:54.6327517;11;16;13;16;FALSE
11:34:54.7017832;11;16;13;16;FALSE
11:34:54.7864800;11;16;13;16;FALSE
11:34:54.8712594;11;16;13;16;FALSE
11:34:54.9493793;11;16;13;16;FALSE
11:34:55.0184151;11;16;13;16;FALSE
11:34:55.1027905;11;16;14;16;FALSE
11:34:55.1718340;11;16;14;16;FALSE
11:34:55.2721171;11;16;14;16;FALSE
11:34:55.3346149;11;16;14;16;FALSE
11:34:55.4036497;11;16;14;16;FALSE
11:34:55.4870425;11;16;14;16;FALSE
11:34:55.5726857;11;16;14;16;FALSE
11:34:55.6729603;11;16;14;16;FALSE
11:34:55.7732337;11;16;14;16;FALSE
11:34:55.8735350;11;16;14;16;FALSE
11:34:55.9766886;11;16;14;16;FALSE
11:34:56.0583444;11;16;14;16;FALSE
11:34:56.1521366;11;16;13;16;FALSE
11:34:56.2526389;11;16;14;16;FALSE
11:34:56.3375171;11;16;14;16;FALSE
11:34:56.4223190;11;16;14;16;FALSE
11:34:56.4969498;11;16;14;16;FALSE
11:34:56.5752677;11;16;13;16;FALSE
11:34:56.6755743;11;16;14;16;FALSE
11:34:56.7536997;11;16;14;16;FALSE
11:34:56.8365167;11;16;14;16;FALSE
11:34:56.9070654;11;16;14;16;FALSE
11:34:57.0075488;11;16;14;16;FALSE
11:34:57.1075503;11;16;14;16;FALSE
11:34:57.1765927;11;16;13;16;FALSE
11:34:57.2772587;11;16;13;16;FALSE
11:34:57.3773115;11;16;14;16;FALSE
11:34:57.4777739;11;16;13;16;FALSE
11:34:57.5781063;11;16;14;16;FALSE
11:34:57.6782792;11;16;14;16;FALSE
11:34:57.7786516;11;16;14;16;FALSE
11:34:57.8569712;11;16;14;16;FALSE
11:34:57.9416820;11;16;13;16;FALSE
11:34:58.0410164;11;16;13;16;FALSE
11:34:58.1417872;11;16;14;16;FALSE
11:34:58.2159990;11;16;14;16;FALSE
11:34:58.3115059;11;16;14;16;FALSE
11:34:58.4118273;11;16;14;16;FALSE
11:34:58.5122080;11;16;13;16;FALSE
11:34:58.6125553;11;16;13;16;FALSE
11:34:58.7131702;11;16;14;16;FALSE
11:34:58.8135988;11;16;14;16;FALSE
11:34:58.9138639;11;16;14;16;FALSE
11:34:58.9826950;11;16;13;16;FALSE
11:34:59.0823466;11;16;13;16;FALSE
11:34:59.1606555;11;16;14;16;FALSE
11:34:59.2608229;11;16;13;16;FALSE
11:34:59.3485662;11;16;13;16;FALSE
11:34:59.4456006;11;16;14;16;FALSE
11:34:59.5459735;11;16;13;16;FALSE
11:34:59.6301459;11;16;13;16;FALSE
11:34:59.7324694;11;16;13;16;FALSE
11:34:59.8152485;11;16;13;16;FALSE
11:34:59.9155793;11;16;13;16;FALSE
11:35:00.0157553;11;16;13;16;FALSE
11:35:00.0845461;11;16;13;16;FALSE
11:35:00.1846243;11;16;14;16;FALSE
11:35:00.2852225;11;16;13;16;FALSE
11:35:00.3852563;11;16;14;16;FALSE
11:35:00.5017620;11;16;14;16;FALSE
11:35:00.5861797;11;16;13;16;FALSE
11:35:00.6867984;11;16;13;16;FALSE
11:35:00.7648586;11;16;13;16;FALSE
11:35:00.8495467;11;16;13;16;FALSE
11:35:00.9397209;11;16;13;16;FALSE
11:35:01.0349239;11;16;12;16;FALSE
11:35:01.1350921;11;16;12;16;FALSE
11:35:01.2197962;11;16;12;16;FALSE
11:35:01.3201580;12;16;12;16;FALSE
11:35:01.4208979;12;16;13;16;FALSE
11:35:01.4895529;12;16;13;16;FALSE
11:35:01.5901666;12;16;13;16;FALSE
11:35:01.6682888;12;16;13;16;FALSE
11:35:01.7685146;12;16;13;16;FALSE
11:35:01.8528802;12;16;14;16;TRUE
11:35:01.9224716;12;16;13;16;FALSE
11:35:02.0230165;12;16;14;16;FALSE
11:35:02.1233511;12;16;14;16;FALSE
11:35:02.2237983;12;16;14;16;FALSE
11:35:02.3142002;12;16;14;16;FALSE
11:35:02.3926586;12;16;14;16;FALSE
11:35:02.4932494;12;16;14;16;FALSE
11:35:02.5931597;12;16;14;16;FALSE
11:35:02.6936261;12;16;14;16;FALSE
11:35:02.7940927;12;16;14;16;FALSE
11:35:02.8944075;12;16;14;16;FALSE
11:35:02.9948572;12;16;14;16;FALSE
11:35:03.0951368;12;16;14;16;FALSE
11:35:03.1954107;12;16;14;16;FALSE
11:35:03.2737311;12;16;14;16;FALSE
11:35:03.3426840;12;16;14;16;FALSE
11:35:03.4430422;12;16;14;16;FALSE
11:35:03.5433733;12;16;14;16;FALSE
11:35:03.6437237;12;16;14;16;FALSE
11:35:03.7441728;12;16;14;16;FALSE
11:35:03.8443497;12;16;14;16;FALSE
11:35:03.9448646;11;16;13;16;FALSE
11:35:04.0296189;11;16;14;16;FALSE
11:35:04.1299458;11;16;13;16;FALSE
11:35:04.2300803;11;16;14;16;FALSE
11:35:04.3301609;10;16;14;16;FALSE
11:35:04.4301285;10;16;13;16;FALSE
11:35:04.5304416;11;16;13;16;FALSE
11:35:04.6308714;11;16;13;16;FALSE
11:35:04.7214816;11;16;13;16;FALSE
11:35:04.8158097;11;16;13;16;FALSE
11:35:04.9002155;11;16;13;16;FALSE
11:35:04.9843452;11;16;13;16;FALSE
11:35:05.0640025;11;16;13;16;FALSE
11:35:05.1219131;11;16;13;16;FALSE
11:35:05.2007207;11;16;13;16;FALSE
11:35:05.2905441;11;16;13;16;FALSE
11:35:05.3854382;11;16;13;16;FALSE
11:35:05.4826115;11;16;13;16;FALSE
11:35:05.5812498;12;16;13;16;FALSE
11:35:05.6688852;12;16;13;16;FALSE
11:35:05.7537675;12;16;13;16;TRUE
11:35:05.8524846;12;16;13;16;FALSE
11:35:05.9538558;12;16;13;16;TRUE
11:35:06.0527310;12;16;13;16;FALSE
11:35:06.1376560;12;16;13;16;TRUE
11:35:06.2377430;13;16;13;16;TRUE
11:35:06.3380705;13;16;13;16;TRUE
11:35:06.4383738;13;15;13;16;TRUE
11:35:06.5076257;13;15;14;16;TRUE
11:35:06.6081694;13;15;14;16;TRUE
11:35:06.6860441;13;15;14;16;TRUE
11:35:06.7926697;13;15;14;16;TRUE
11:35:06.9087530;13;15;14;16;TRUE
11:35:07.0091152;13;15;14;16;TRUE
11:35:07.1096298;13;15;14;16;TRUE
11:35:07.1875627;13;15;14;16;TRUE
11:35:07.2568004;12;15;13;16;FALSE
11:35:07.3415615;10;15;13;16;FALSE
11:35:07.4421129;10;15;13;16;FALSE
11:35:07.5424486;10;15;14;16;FALSE
11:35:07.6274641;10;15;14;16;FALSE
11:35:07.7114043;10;15;14;16;FALSE
11:35:07.8114626;10;15;14;16;FALSE
11:35:07.9117044;10;15;14;16;FALSE
11:35:08.0121912;10;15;14;16;FALSE
11:35:08.1124943;11;15;14;16;FALSE
11:35:08.1905332;11;15;14;16;FALSE
11:35:08.2746984;11;15;13;16;FALSE
11:35:08.3440072;11;15;13;16;FALSE
11:35:08.4443609;11;15;13;16;FALSE
11:35:08.5447367;11;15;13;16;FALSE
11:35:08.6135579;11;15;13;16;FALSE
11:35:08.6914905;10;15;13;16;FALSE
11:35:08.7815878;10;15;13;16;FALSE
11:35:08.8765827;11;15;13;16;FALSE
11:35:08.9614171;11;15;13;16;FALSE
11:35:09.0461900;11;15;13;16;FALSE
11:35:09.1462143;11;15;12;16;FALSE
11:35:09.2463638;11;15;12;16;FALSE
11:35:09.3466391;11;15;12;16;FALSE
11:35:09.4473030;11;15;12;16;FALSE
11:35:09.5476702;11;15;12;16;FALSE
11:35:09.6477656;11;15;12;16;FALSE
11:35:09.7164303;11;15;12;16;FALSE
11:35:09.8167177;11;15;12;16;FALSE
11:35:09.9166350;11;15;12;16;FALSE
11:35:10.0171142;11;15;12;16;FALSE
11:35:10.1175133;11;15;12;16;FALSE
11:35:10.1953470;11;15;12;16;FALSE
11:35:10.2958246;11;15;12;16;FALSE
11:35:10.3958122;11;15;12;16;FALSE
11:35:10.4845661;11;15;12;16;FALSE
11:35:10.5801255;11;15;12;16;FALSE
11:35:10.6802225;11;15;12;16;FALSE
11:35:10.7802808;10;15;12;16;FALSE
11:35:10.8648764;11;15;12;16;FALSE
11:35:10.9649770;11;15;12;16;FALSE
11:35:11.0653183;11;15;12;16;FALSE
11:35:11.1737579;11;15;12;16;FALSE
11:35:11.2657949;11;15;11;16;FALSE
11:35:11.3663023;11;15;12;16;FALSE
11:35:11.4666758;11;15;12;16;FALSE
11:35:11.5670353;11;15;12;16;FALSE
11:35:11.6673327;11;15;12;16;FALSE
11:35:11.7676932;11;15;12;16;FALSE
11:35:11.8722510;11;15;12;16;FALSE
11:35:11.9681386;12;15;12;16;FALSE
11:35:12.0682568;12;15;12;16;FALSE
11:35:12.1685771;12;15;12;16;FALSE
11:35:12.2689339;12;15;12;16;FALSE
11:35:12.3695039;12;15;11;16;FALSE
11:35:12.4698391;12;15;11;16;FALSE
11:35:12.5700663;12;15;11;16;FALSE
11:35:12.6549966;12;15;11;16;FALSE
11:35:12.7556028;12;15;11;16;FALSE
11:35:12.8559167;12;15;11;16;FALSE
11:35:12.9562223;12;15;11;16;FALSE
11:35:13.0568152;12;15;11;16;FALSE
11:35:13.1571632;12;15;11;16;FALSE
11:35:13.2574869;12;15;11;16;FALSE
11:35:13.3265720;12;15;11;16;FALSE
11:35:13.4167854;12;15;11;16;FALSE
11:35:13.4865410;12;15;11;16;FALSE
11:35:13.5896995;12;15;11;16;FALSE
11:35:13.6743746;12;15;10;16;FALSE
11:35:13.7750060;12;15;10;16;FALSE
11:35:13.8751847;12;15;11;16;FALSE
11:35:13.9755019;12;15;10;16;FALSE
11:35:14.0602357;12;15;10;16;FALSE
11:35:14.1605846;12;15;10;16;FALSE
11:35:14.2609322;12;15;10;16;FALSE
11:35:14.3612113;12;15;10;16;FALSE
11:35:14.4615429;12;15;10;16;FALSE
11:35:14.5671174;12;15;10;16;FALSE
11:35:14.6306095;12;15;11;16;FALSE
11:35:14.7089326;12;15;10;16;FALSE
11:35:14.7840664;12;15;10;16;FALSE
11:35:14.8781561;12;15;10;16;FALSE
11:35:14.9787298;12;15;10;16;FALSE
11:35:15.0791501;12;15;10;16;FALSE
11:35:15.1639008;12;15;11;16;FALSE
11:35:15.2642659;12;15;11;16;FALSE
11:35:15.3645332;12;15;11;16;FALSE
11:35:15.4333538;12;15;11;16;FALSE
11:35:15.5336837;12;15;11;16;FALSE
11:35:15.6339829;12;15;11;16;FALSE
11:35:15.7341298;11;15;11;16;FALSE
11:35:15.7964703;11;15;11;16;FALSE
11:35:15.8810496;11;15;11;16;FALSE
11:35:15.9828306;11;15;11;16;FALSE
11:35:16.0816333;11;15;11;16;FALSE
11:35:16.1819744;11;15;11;16;FALSE
11:35:16.2823512;11;15;10;16;FALSE
11:35:16.3823379;11;15;10;16;FALSE
11:35:16.4826797;12;15;11;16;FALSE
11:35:16.5674027;12;15;11;16;FALSE
11:35:16.6677597;12;15;11;16;FALSE
